1962,728,1287,435,799
1434,592,1106,324,630
2395,971,1843,525,1077
2052,960,1401,662,917
1846,755,1211,510,778
1516,586,969,374,632
2054,1078,1678,496,798
1876,1027,1562,499,778
1953,1007,1525,505,809
1958,1097,1632,515,759
1734,936,1381,476,737
1957,982,1510,473,765
1933,1014,1520,503,774
2129,885,1657,349,816
2090,983,1681,419,816
1887,921,1465,435,762
2137,928,1755,335,854
2097,1027,1732,453,863
2422,1139,1880,533,984
2475,1180,1898,528,933
2091,920,1596,456,851
1639,748,1278,322,634
2236,850,1751,428,1010
1799,711,1382,329,781
855,309,661,134,334
2560,1196,2026,596,1040
1761,820,1374,373,682
1725,794,1405,364,668
1635,746,1265,345,642
2142,971,1752,456,872
1097,569,900,284,467
1580,777,1254,433,716
1475,683,1129,368,619
1409,699,1059,405,620
1110,569,900,295,485
1236,591,946,329,554
2318,1229,1791,788,1166
2525,1390,1951,873,1214
2674,1507,2187,817,1204
2561,1373,2041,832,1256
2307,913,1752,588,1215
1438,640,897,446,609
2472,1222,1957,752,1238
2132,1125,1699,628,997
2873,1436,2310,787,1351
3106,1613,2383,943,1436
2558,1250,1785,880,1221
2189,1286,1763,810,1057
2030,1043,1624,608,961
2471,1123,2004,578,1084
1400,644,1088,358,636
2953,1438,2268,801,1297
2445,1192,1486,831,1023
1691,764,1302,473,805
2301,1274,1819,806,1126
3000,1513,2228,942,1359
2897,1298,2151,774,1305
1991,871,1480,495,859
2013,962,1647,547,975
2967,1350,2307,833,1394
2933,1383,2158,919,1401
2849,1269,1996,769,1212
2833,1169,1811,810,1207
15,4,14,2,6
2426,1678,2051,1001,1214
1819,1099,1399,664,841
1982,1285,1535,718,868
1903,1078,1409,645,826
1971,1237,1544,667,831
1899,981,1392,556,800
1703,927,1264,576,772
1105,663,826,376,461
1991,1327,1620,725,867
2435,937,1480,564,889
2365,959,1557,590,946
2102,692,1266,443,825
1526,586,978,371,612
2402,886,1477,539,903
2009,698,1128,463,726
1328,964,1144,484,576
1080,709,886,370,464
1169,796,1014,401,510
1064,767,902,414,480
1099,747,926,375,465
2258,828,1601,437,917
263,81,229,29,117
1956,1349,1602,908,1049
1951,1353,1529,926,1019
1977,725,1292,431,760
1689,641,1115,356,648
2029,699,1265,425,763
1978,674,1221,379,695
1644,584,1127,312,652
450,169,263,140,190
2369,946,1768,487,955
2924,1127,2134,605,1181
2436,966,1803,517,996
2046,786,1513,412,828
3073,1133,1810,776,1222
2775,1228,2284,573,1187
1996,876,1607,467,899
2552,1172,2002,653,1190
1868,850,1437,534,872
2064,1002,1635,580,966
1851,790,1310,476,790
2130,1014,1637,605,999
1997,924,1485,609,971
2015,870,1557,528,977
1737,824,1441,485,859
1269,572,1075,330,699
2179,839,1372,551,878
2115,995,1383,668,899
2022,881,1587,539,960
1187,590,946,432,677
1643,805,1328,465,780
1849,873,1577,413,844
1645,733,1371,372,776
1966,851,1610,435,884
2008,927,1638,470,891
1244,531,1004,307,629
1830,900,1517,476,894
1836,701,1198,457,779
1626,715,1313,387,766
1885,811,1554,424,842
1161,419,984,227,619
1353,595,756,448,559
1736,706,1267,438,736
1916,843,1392,524,846
1538,526,960,423,701
1209,702,792,519,568
1721,883,1149,676,829
1751,1072,1161,828,885
1747,1121,1190,906,943
1716,1077,1162,889,929
1891,1231,1322,993,1043
1675,802,977,653,781
1885,1173,1308,906,989
1825,1148,1231,855,903
1405,861,1058,549,647
1412,893,1036,611,689
1648,935,1204,546,689
2118,723,1715,387,1062
2513,1604,2023,891,1104
2957,1367,1460,1142,1197
2369,867,1018,712,823
2138,1118,1290,865,976
1923,771,1132,504,706
2023,806,1045,566,683
2370,1026,1214,781,887
1452,350,463,297,387
2568,740,1135,579,852
1810,578,717,489,589
637,191,292,156,224
3252,1130,1674,828,1180
2546,842,1234,640,911
2250,922,1261,668,891
2051,769,896,583,671
2640,1194,1321,1012,1095
2623,1119,1277,897,1012
2490,674,904,528,681
2090,454,603,354,462
2885,1059,1153,901,981
2290,1070,1174,900,989
2872,1055,1182,865,946
2118,893,1504,446,818
2896,1064,1995,550,1133
1670,641,1182,307,625
1327,494,1045,251,603
2175,711,1709,322,906
1215,434,952,199,506
2074,870,1654,461,937
1069,446,720,272,454
1519,607,1173,321,673
1436,577,1089,326,645
2117,724,1648,407,999
2657,943,1969,547,1234
1095,441,886,197,462
1005,400,839,184,467
2362,1003,1916,439,923
1505,740,1231,340,620
1766,611,1250,332,743
2108,772,1762,387,979
1692,590,1315,318,782
2491,1018,1978,560,1135
2192,638,1355,376,832
2443,908,1869,492,1070
2498,1056,1971,528,1086
1454,574,1236,256,644
1350,524,1145,203,575
1247,547,1003,290,542
2005,728,1688,348,957
1405,619,1127,304,610
1403,595,1083,294,588
1796,755,1467,409,850
2307,943,1869,430,956
2594,1060,2049,513,1098
1843,802,1485,451,873
1919,797,1313,524,871
1124,457,901,219,471
2374,1042,1886,489,954
1517,646,1215,352,703
1767,740,1420,403,810
2342,1184,1680,596,869
2566,1204,1890,614,972
1704,835,1337,419,686
1865,951,1416,462,710
1646,855,1246,476,700
2904,1524,2184,764,1100
1976,975,1402,575,847
2579,1285,2022,610,994
2967,1518,2233,767,1135
2137,1055,1641,502,834
1872,882,1379,463,759
2050,952,1503,464,766
2205,1080,1685,525,874
1762,936,1441,412,682
1724,789,1175,454,694
2864,1388,2167,706,1123
1934,1017,1541,495,785
2071,1055,1569,522,816
2927,1446,2313,732,1188
2290,1163,1832,540,922
2237,1130,1692,657,972
2300,1148,1783,594,941
1869,872,1406,437,737
1226,589,949,286,469
3315,1239,2542,645,1465
2331,801,1726,353,887
2376,902,1919,396,993
1772,590,1231,291,668
1753,1189,1348,872,978
2135,1403,1697,899,1093
1822,1109,1316,808,932
2201,1325,1582,977,1144
1267,773,1018,494,623
1669,1097,1276,789,896
1809,1271,1373,941,1000
1469,996,1135,746,829
1913,1033,1315,725,910
1852,1195,1344,890,989
2001,1316,1428,1033,1105
1605,1141,1254,884,955
1743,948,1288,730,922
1569,605,1094,482,795
1433,901,1013,678,745
1600,1070,1168,815,866
1817,1035,1341,812,987
1893,1250,1313,1001,1039
1474,874,1001,664,736
1884,1294,1369,1022,1069
2015,1404,1480,1099,1139
2099,1355,1439,1127,1181
2015,1318,1457,984,1066
1847,1176,1280,880,938
1485,975,1122,738,817
1844,1201,1413,874,997
1785,1126,1216,902,961
1873,1026,1120,814,882
2290,1529,1729,1136,1246
2085,1275,1489,1007,1152
2010,1220,1351,958,1062
1517,977,1129,755,847
2019,1421,1506,1111,1168
1562,814,1058,559,721
1554,892,988,713,767
1582,848,1020,668,770
1566,700,1323,335,712
1480,660,1174,399,725
2461,1023,1897,578,1128
2280,842,1789,447,1061
3064,1348,2405,748,1360
1568,573,1297,265,732
544,232,463,124,286
1857,822,1452,466,898
1958,884,1462,487,841
2412,934,1937,499,1106
2226,979,1781,502,983
1967,863,1619,464,905
1561,662,1258,355,724
3004,1349,2363,724,1336
2282,923,1757,512,1065
2107,975,1697,551,983
1802,796,1428,432,814
2349,1049,1777,597,1061
1658,677,1286,314,684
1588,755,1346,326,674
2370,1033,1893,577,1125
1712,730,1310,431,790
2925,1328,2270,713,1297
2939,1298,2311,754,1359
2562,847,1865,522,1183
2937,1018,1933,650,1266
2705,1031,1790,610,1094
2125,821,1377,553,943
2039,834,1282,517,804
2610,1121,2027,492,1002
614,280,481,136,253
884,374,731,177,390
2136,702,1398,453,893
2148,784,1611,471,960
1531,520,1115,287,654
2829,1011,2249,452,1186
2274,815,1851,380,923
3403,1379,1966,986,1386
2885,1103,2153,627,1304
